,gene,trans_id,index,start,end,sample,FPKM
11171,A2ML1,0,17,8864009,8867841,143,39
11172,A2ML1,0,18,8868058,8868229,143,32
11173,A2ML1,0,19,8868358,8868536,143,14
11174,A2ML1,0,20,8868628,8869134,143,20
11175,A2ML1,0,21,8869204,8874424,143,18
11176,A2ML1,0,22,8874528,8874970,143,16
11177,A2ML1,0,23,8875013,8876057,143,22
11178,A2ML1,0,24,8875013,8880523,143,24
11179,A2ML1,0,25,8880617,8886506,143,27
11180,A2ML1,1,0,8845175,8845441,143,0
11181,A2ML1,1,1,8845503,8846076,143,27
11182,A2ML1,1,2,8846223,8847548,143,31
11183,A2ML1,1,3,8847699,8848719,143,23
11184,A2ML1,1,4,8848915,8849668,143,34
11185,A2ML1,1,5,8849760,8850159,143,50
11186,A2ML1,1,6,8850275,8851783,143,66
11187,A2ML1,1,7,8852013,8852209,143,45
11188,A2ML1,1,8,8852337,8854127,143,22
11189,A2ML1,1,9,8854250,8854779,143,0
11190,A2ML1,1,10,8854832,8855508,143,0
11191,A2ML1,1,11,8855593,8857163,143,0
11192,A2ML1,1,12,8857341,8857506,143,24
11193,A2ML1,1,13,8857589,8857945,143,21
11194,A2ML1,1,14,8858103,8860880,143,12
11195,A2ML1,1,15,8860956,8861134,143,11
11196,A2ML1,1,16,8861298,8863793,143,0
11197,A2ML1,1,17,8864009,8867841,143,13
11198,A2ML1,1,18,8868058,8868229,143,36
11199,A2ML1,1,19,8868358,8868536,143,64
11200,A2ML1,1,20,8868628,8869134,143,58
11201,A2ML1,1,21,8869204,8874424,143,76
11202,A2ML1,1,22,8874528,8874970,143,62
11203,A2ML1,1,23,8875013,8876057,143,37
11204,A2ML1,1,24,8875013,8880523,143,28
11205,A2ML1,1,25,8880617,8886506,143,22
11206,A2ML1,2,0,8845175,8845441,143,0
11207,A2ML1,2,1,8845503,8846076,143,0
11208,A2ML1,2,2,8846223,8847548,143,0
11209,A2ML1,2,3,8847699,8848719,143,0
11210,A2ML1,2,4,8848915,8849668,143,0
11211,A2ML1,2,5,8849760,8850159,143,0
11212,A2ML1,2,6,8850275,8851783,143,0
11213,A2ML1,2,7,8852013,8852209,143,0
11214,A2ML1,2,8,8852337,8854127,143,0
11215,A2ML1,2,9,8854250,8854779,143,0
11216,A2ML1,2,10,8854832,8855508,143,0
11217,A2ML1,2,11,8855593,8857163,143,0
11218,A2ML1,2,12,8857341,8857506,143,0
11219,A2ML1,2,13,8857589,8857945,143,0
11220,A2ML1,2,14,8858103,8860880,143,0
11221,A2ML1,2,15,8860956,8861134,143,0
11222,A2ML1,2,16,8861298,8863793,143,0
11223,A2ML1,2,17,8864009,8867841,143,0
11224,A2ML1,2,18,8868058,8868229,143,3
11225,A2ML1,2,19,8868358,8868536,143,26
11226,A2ML1,2,20,8868628,8869134,143,27
11227,A2ML1,2,21,8869204,8874424,143,26
11228,A2ML1,2,22,8874528,8874970,143,27
11229,A2ML1,2,23,8875013,8876057,143,0
11230,A2ML1,2,24,8875013,8880523,143,0
11231,A2ML1,2,25,8880617,8886506,143,0
11232,A2ML1,0,0,8845175,8845441,144,0
11233,A2ML1,0,1,8845503,8846076,144,0
11234,A2ML1,0,2,8846223,8847548,144,0
11235,A2ML1,0,3,8847699,8848719,144,0
11236,A2ML1,0,4,8848915,8849668,144,0
11237,A2ML1,0,5,8849760,8850159,144,0
11238,A2ML1,0,6,8850275,8851783,144,0
11239,A2ML1,0,7,8852013,8852209,144,0
11240,A2ML1,0,8,8852337,8854127,144,0
11241,A2ML1,0,9,8854250,8854779,144,0
11242,A2ML1,0,10,8854832,8855508,144,0
11243,A2ML1,0,11,8855593,8857163,144,0
11244,A2ML1,0,12,8857341,8857506,144,0
11245,A2ML1,0,13,8857589,8857945,144,0
11246,A2ML1,0,14,8858103,8860880,144,0
11247,A2ML1,0,15,8860956,8861134,144,0
11248,A2ML1,0,16,8861298,8863793,144,0
11249,A2ML1,0,17,8864009,8867841,144,0
11250,A2ML1,0,18,8868058,8868229,144,0
11251,A2ML1,0,19,8868358,8868536,144,0
11252,A2ML1,0,20,8868628,8869134,144,0
11253,A2ML1,0,21,8869204,8874424,144,0
11254,A2ML1,0,22,8874528,8874970,144,0
11255,A2ML1,0,23,8875013,8876057,144,0
11256,A2ML1,0,24,8875013,8880523,144,0
11257,A2ML1,0,25,8880617,8886506,144,0
11258,A2ML1,1,0,8845175,8845441,144,0
11259,A2ML1,1,1,8845503,8846076,144,0
11260,A2ML1,1,2,8846223,8847548,144,0
11261,A2ML1,1,3,8847699,8848719,144,0
11262,A2ML1,1,4,8848915,8849668,144,0
11263,A2ML1,1,5,8849760,8850159,144,0
11264,A2ML1,1,6,8850275,8851783,144,0
11265,A2ML1,1,7,8852013,8852209,144,0
11266,A2ML1,1,8,8852337,8854127,144,0
11267,A2ML1,1,9,8854250,8854779,144,0
11268,A2ML1,1,10,8854832,8855508,144,0
11269,A2ML1,1,11,8855593,8857163,144,0
11270,A2ML1,1,12,8857341,8857506,144,0
11271,A2ML1,1,13,8857589,8857945,144,0
11272,A2ML1,1,14,8858103,8860880,144,0
11273,A2ML1,1,15,8860956,8861134,144,0
11274,A2ML1,1,16,8861298,8863793,144,0
11275,A2ML1,1,17,8864009,8867841,144,0
11276,A2ML1,1,18,8868058,8868229,144,0
11277,A2ML1,1,19,8868358,8868536,144,0
11278,A2ML1,1,20,8868628,8869134,144,0
11279,A2ML1,1,21,8869204,8874424,144,0
11280,A2ML1,1,22,8874528,8874970,144,0
11281,A2ML1,1,23,8875013,8876057,144,0
11282,A2ML1,1,24,8875013,8880523,144,0
11283,A2ML1,1,25,8880617,8886506,144,0
11284,A2ML1,2,0,8845175,8845441,144,0
11285,A2ML1,2,1,8845503,8846076,144,0
11286,A2ML1,2,2,8846223,8847548,144,0
11287,A2ML1,2,3,8847699,8848719,144,0
11288,A2ML1,2,4,8848915,8849668,144,0
11289,A2ML1,2,5,8849760,8850159,144,0
11290,A2ML1,2,6,8850275,8851783,144,0
11291,A2ML1,2,7,8852013,8852209,144,0
11292,A2ML1,2,8,8852337,8854127,144,0
11293,A2ML1,2,9,8854250,8854779,144,0
11294,A2ML1,2,10,8854832,8855508,144,0
11295,A2ML1,2,11,8855593,8857163,144,0
11296,A2ML1,2,12,8857341,8857506,144,0
11297,A2ML1,2,13,8857589,8857945,144,0
11298,A2ML1,2,14,8858103,8860880,144,0
11299,A2ML1,2,15,8860956,8861134,144,0
11300,A2ML1,2,16,8861298,8863793,144,0
11301,A2ML1,2,17,8864009,8867841,144,0
11302,A2ML1,2,18,8868058,8868229,144,0
11303,A2ML1,2,19,8868358,8868536,144,32
11304,A2ML1,2,20,8868628,8869134,144,0
11305,A2ML1,2,21,8869204,8874424,144,0
11306,A2ML1,2,22,8874528,8874970,144,0
11307,A2ML1,2,23,8875013,8876057,144,0
11308,A2ML1,2,24,8875013,8880523,144,0
11309,A2ML1,2,25,8880617,8886506,144,0
11310,A2ML1,0,0,8845175,8845441,145,0
11311,A2ML1,0,1,8845503,8846076,145,0
11312,A2ML1,0,2,8846223,8847548,145,0
11313,A2ML1,0,3,8847699,8848719,145,0
11314,A2ML1,0,4,8848915,8849668,145,0
11315,A2ML1,0,5,8849760,8850159,145,0
11316,A2ML1,0,6,8850275,8851783,145,0
11317,A2ML1,0,7,8852013,8852209,145,0
11318,A2ML1,0,8,8852337,8854127,145,0
11319,A2ML1,0,9,8854250,8854779,145,0
11320,A2ML1,0,10,8854832,8855508,145,0
11321,A2ML1,0,11,8855593,8857163,145,0
11322,A2ML1,0,12,8857341,8857506,145,0
11323,A2ML1,0,13,8857589,8857945,145,0
11324,A2ML1,0,14,8858103,8860880,145,0
11325,A2ML1,0,15,8860956,8861134,145,0
11326,A2ML1,0,16,8861298,8863793,145,0
11327,A2ML1,0,17,8864009,8867841,145,0
11328,A2ML1,0,18,8868058,8868229,145,0
11329,A2ML1,0,19,8868358,8868536,145,0
11330,A2ML1,0,20,8868628,8869134,145,0
11331,A2ML1,0,21,8869204,8874424,145,0
11332,A2ML1,0,22,8874528,8874970,145,0
11333,A2ML1,0,23,8875013,8876057,145,0
11334,A2ML1,0,24,8875013,8880523,145,0
11335,A2ML1,0,25,8880617,8886506,145,0
11336,A2ML1,1,0,8845175,8845441,145,0
11337,A2ML1,1,1,8845503,8846076,145,0
11338,A2ML1,1,2,8846223,8847548,145,0
11339,A2ML1,1,3,8847699,8848719,145,0
11340,A2ML1,1,4,8848915,8849668,145,0
11341,A2ML1,1,5,8849760,8850159,145,0
11342,A2ML1,1,6,8850275,8851783,145,0
11343,A2ML1,1,7,8852013,8852209,145,0
11344,A2ML1,1,8,8852337,8854127,145,0
11345,A2ML1,1,9,8854250,8854779,145,0
11346,A2ML1,1,10,8854832,8855508,145,0
11347,A2ML1,1,11,8855593,8857163,145,0
11348,A2ML1,1,12,8857341,8857506,145,0
11349,A2ML1,1,13,8857589,8857945,145,0
11350,A2ML1,1,14,8858103,8860880,145,0
11351,A2ML1,1,15,8860956,8861134,145,0
11352,A2ML1,1,16,8861298,8863793,145,0
11353,A2ML1,1,17,8864009,8867841,145,0
11354,A2ML1,1,18,8868058,8868229,145,0
11355,A2ML1,1,19,8868358,8868536,145,4
11356,A2ML1,1,20,8868628,8869134,145,0
11357,A2ML1,1,21,8869204,8874424,145,0
11358,A2ML1,1,22,8874528,8874970,145,0
11359,A2ML1,1,23,8875013,8876057,145,0
11360,A2ML1,1,24,8875013,8880523,145,0
11361,A2ML1,1,25,8880617,8886506,145,0
11362,A2ML1,2,0,8845175,8845441,145,0
11363,A2ML1,2,1,8845503,8846076,145,0
11364,A2ML1,2,2,8846223,8847548,145,0
11365,A2ML1,2,3,8847699,8848719,145,0
11366,A2ML1,2,4,8848915,8849668,145,0
11367,A2ML1,2,5,8849760,8850159,145,0
11368,A2ML1,2,6,8850275,8851783,145,0
11369,A2ML1,2,7,8852013,8852209,145,0
11370,A2ML1,2,8,8852337,8854127,145,0
11371,A2ML1,2,9,8854250,8854779,145,0
11372,A2ML1,2,10,8854832,8855508,145,0
11373,A2ML1,2,11,8855593,8857163,145,0
11374,A2ML1,2,12,8857341,8857506,145,0
11375,A2ML1,2,13,8857589,8857945,145,0
11376,A2ML1,2,14,8858103,8860880,145,0
11377,A2ML1,2,15,8860956,8861134,145,0
11378,A2ML1,2,16,8861298,8863793,145,0
11379,A2ML1,2,17,8864009,8867841,145,0
11380,A2ML1,2,18,8868058,8868229,145,0
11381,A2ML1,2,19,8868358,8868536,145,28
11382,A2ML1,2,20,8868628,8869134,145,0
11383,A2ML1,2,21,8869204,8874424,145,0
11384,A2ML1,2,22,8874528,8874970,145,0
11385,A2ML1,2,23,8875013,8876057,145,0
11386,A2ML1,2,24,8875013,8880523,145,0
11387,A2ML1,2,25,8880617,8886506,145,0
11388,A2ML1,0,0,8845175,8845441,146,0
11389,A2ML1,0,1,8845503,8846076,146,0
11390,A2ML1,0,2,8846223,8847548,146,0
11391,A2ML1,0,3,8847699,8848719,146,0
11392,A2ML1,0,4,8848915,8849668,146,0
11393,A2ML1,0,5,8849760,8850159,146,0
11394,A2ML1,0,6,8850275,8851783,146,0
11395,A2ML1,0,7,8852013,8852209,146,0
11396,A2ML1,0,8,8852337,8854127,146,0
11397,A2ML1,0,9,8854250,8854779,146,0
11398,A2ML1,0,10,8854832,8855508,146,0
11399,A2ML1,0,11,8855593,8857163,146,0
11400,A2ML1,0,12,8857341,8857506,146,0
11401,A2ML1,0,13,8857589,8857945,146,0
11402,A2ML1,0,14,8858103,8860880,146,0
11403,A2ML1,0,15,8860956,8861134,146,0
11404,A2ML1,0,16,8861298,8863793,146,0
11405,A2ML1,0,17,8864009,8867841,146,0
11406,A2ML1,0,18,8868058,8868229,146,0
11407,A2ML1,0,19,8868358,8868536,146,0
11408,A2ML1,0,20,8868628,8869134,146,0
11409,A2ML1,0,21,8869204,8874424,146,0
11410,A2ML1,0,22,8874528,8874970,146,0
11411,A2ML1,0,23,8875013,8876057,146,0
11412,A2ML1,0,24,8875013,8880523,146,0
11413,A2ML1,0,25,8880617,8886506,146,0
11414,A2ML1,1,0,8845175,8845441,146,0
11415,A2ML1,1,1,8845503,8846076,146,0
11416,A2ML1,1,2,8846223,8847548,146,0
11417,A2ML1,1,3,8847699,8848719,146,0
11418,A2ML1,1,4,8848915,8849668,146,0
11419,A2ML1,1,5,8849760,8850159,146,0
11420,A2ML1,1,6,8850275,8851783,146,0
11421,A2ML1,1,7,8852013,8852209,146,0
11422,A2ML1,1,8,8852337,8854127,146,0
11423,A2ML1,1,9,8854250,8854779,146,0
11424,A2ML1,1,10,8854832,8855508,146,0
11425,A2ML1,1,11,8855593,8857163,146,0
11426,A2ML1,1,12,8857341,8857506,146,0
11427,A2ML1,1,13,8857589,8857945,146,0
11428,A2ML1,1,14,8858103,8860880,146,0
11429,A2ML1,1,15,8860956,8861134,146,0
11430,A2ML1,1,16,8861298,8863793,146,0
11431,A2ML1,1,17,8864009,8867841,146,0
11432,A2ML1,1,18,8868058,8868229,146,0
11433,A2ML1,1,19,8868358,8868536,146,0
11434,A2ML1,1,20,8868628,8869134,146,0
11435,A2ML1,1,21,8869204,8874424,146,0
11436,A2ML1,1,22,8874528,8874970,146,0
11437,A2ML1,1,23,8875013,8876057,146,0
11438,A2ML1,1,24,8875013,8880523,146,0
11439,A2ML1,1,25,8880617,8886506,146,0
11440,A2ML1,2,0,8845175,8845441,146,0
11441,A2ML1,2,1,8845503,8846076,146,0
11442,A2ML1,2,2,8846223,8847548,146,0
11443,A2ML1,2,3,8847699,8848719,146,0
11444,A2ML1,2,4,8848915,8849668,146,0
11445,A2ML1,2,5,8849760,8850159,146,0
11446,A2ML1,2,6,8850275,8851783,146,0
11447,A2ML1,2,7,8852013,8852209,146,0
11448,A2ML1,2,8,8852337,8854127,146,0
11449,A2ML1,2,9,8854250,8854779,146,0
11450,A2ML1,2,10,8854832,8855508,146,0
11451,A2ML1,2,11,8855593,8857163,146,0
11452,A2ML1,2,12,8857341,8857506,146,0
11453,A2ML1,2,13,8857589,8857945,146,0
11454,A2ML1,2,14,8858103,8860880,146,0
11455,A2ML1,2,15,8860956,8861134,146,0
11456,A2ML1,2,16,8861298,8863793,146,0
11457,A2ML1,2,17,8864009,8867841,146,0
11458,A2ML1,2,18,8868058,8868229,146,0
11459,A2ML1,2,19,8868358,8868536,146,0
11460,A2ML1,2,20,8868628,8869134,146,0
11461,A2ML1,2,21,8869204,8874424,146,30
11462,A2ML1,2,22,8874528,8874970,146,0
11463,A2ML1,2,23,8875013,8876057,146,0
11464,A2ML1,2,24,8875013,8880523,146,0
11465,A2ML1,2,25,8880617,8886506,146,0
11466,A2ML1,0,0,8845175,8845441,147,0
11467,A2ML1,0,1,8845503,8846076,147,0
11468,A2ML1,0,2,8846223,8847548,147,0
11469,A2ML1,0,3,8847699,8848719,147,0
11470,A2ML1,0,4,8848915,8849668,147,0
11471,A2ML1,0,5,8849760,8850159,147,0
11472,A2ML1,0,6,8850275,8851783,147,0
11473,A2ML1,0,7,8852013,8852209,147,0
11474,A2ML1,0,8,8852337,8854127,147,0
11475,A2ML1,0,9,8854250,8854779,147,0
11476,A2ML1,0,10,8854832,8855508,147,0
11477,A2ML1,0,11,8855593,8857163,147,0
11478,A2ML1,0,12,8857341,8857506,147,0
11479,A2ML1,0,13,8857589,8857945,147,0
11480,A2ML1,0,14,8858103,8860880,147,0
11481,A2ML1,0,15,8860956,8861134,147,0
11482,A2ML1,0,16,8861298,8863793,147,0
11483,A2ML1,0,17,8864009,8867841,147,0
11484,A2ML1,0,18,8868058,8868229,147,0
11485,A2ML1,0,19,8868358,8868536,147,0
11486,A2ML1,0,20,8868628,8869134,147,0
11487,A2ML1,0,21,8869204,8874424,147,0
11488,A2ML1,0,22,8874528,8874970,147,0
11489,A2ML1,0,23,8875013,8876057,147,0
11490,A2ML1,0,24,8875013,8880523,147,0
11491,A2ML1,0,25,8880617,8886506,147,0
11492,A2ML1,1,0,8845175,8845441,147,0
11493,A2ML1,1,1,8845503,8846076,147,0
11494,A2ML1,1,2,8846223,8847548,147,0
11495,A2ML1,1,3,8847699,8848719,147,0
11496,A2ML1,1,4,8848915,8849668,147,0
11497,A2ML1,1,5,8849760,8850159,147,0
11498,A2ML1,1,6,8850275,8851783,147,0
11499,A2ML1,1,7,8852013,8852209,147,0
11500,A2ML1,1,8,8852337,8854127,147,0
11501,A2ML1,1,9,8854250,8854779,147,0
11502,A2ML1,1,10,8854832,8855508,147,0
11503,A2ML1,1,11,8855593,8857163,147,0
11504,A2ML1,1,12,8857341,8857506,147,0
11505,A2ML1,1,13,8857589,8857945,147,0
11506,A2ML1,1,14,8858103,8860880,147,0
11507,A2ML1,1,15,8860956,8861134,147,0
11508,A2ML1,1,16,8861298,8863793,147,0
11509,A2ML1,1,17,8864009,8867841,147,0
11510,A2ML1,1,18,8868058,8868229,147,0
11511,A2ML1,1,19,8868358,8868536,147,0
11512,A2ML1,1,20,8868628,8869134,147,0
11513,A2ML1,1,21,8869204,8874424,147,0
11514,A2ML1,1,22,8874528,8874970,147,0
11515,A2ML1,1,23,8875013,8876057,147,0
11516,A2ML1,1,24,8875013,8880523,147,0
11517,A2ML1,1,25,8880617,8886506,147,0
11518,A2ML1,2,0,8845175,8845441,147,0
11519,A2ML1,2,1,8845503,8846076,147,0
11520,A2ML1,2,2,8846223,8847548,147,0
11521,A2ML1,2,3,8847699,8848719,147,0
11522,A2ML1,2,4,8848915,8849668,147,0
11523,A2ML1,2,5,8849760,8850159,147,0
11524,A2ML1,2,6,8850275,8851783,147,0
11525,A2ML1,2,7,8852013,8852209,147,0
11526,A2ML1,2,8,8852337,8854127,147,0
11527,A2ML1,2,9,8854250,8854779,147,0
11528,A2ML1,2,10,8854832,8855508,147,0
11529,A2ML1,2,11,8855593,8857163,147,0
11530,A2ML1,2,12,8857341,8857506,147,0
11531,A2ML1,2,13,8857589,8857945,147,0
11532,A2ML1,2,14,8858103,8860880,147,0
11533,A2ML1,2,15,8860956,8861134,147,0
11534,A2ML1,2,16,8861298,8863793,147,0
11535,A2ML1,2,17,8864009,8867841,147,0
11536,A2ML1,2,18,8868058,8868229,147,0
11537,A2ML1,2,19,8868358,8868536,147,32
11538,A2ML1,2,20,8868628,8869134,147,30
11539,A2ML1,2,21,8869204,8874424,147,30
11540,A2ML1,2,22,8874528,8874970,147,30
11541,A2ML1,2,23,8875013,8876057,147,0
11542,A2ML1,2,24,8875013,8880523,147,0
11543,A2ML1,2,25,8880617,8886506,147,0
11544,A2ML1,0,0,8845175,8845441,148,0
11545,A2ML1,0,1,8845503,8846076,148,0
11546,A2ML1,0,2,8846223,8847548,148,0
11547,A2ML1,0,3,8847699,8848719,148,0
11548,A2ML1,0,4,8848915,8849668,148,0
11549,A2ML1,0,5,8849760,8850159,148,0
11550,A2ML1,0,6,8850275,8851783,148,0
11551,A2ML1,0,7,8852013,8852209,148,0
11552,A2ML1,0,8,8852337,8854127,148,0
11553,A2ML1,0,9,8854250,8854779,148,0
11554,A2ML1,0,10,8854832,8855508,148,0
11555,A2ML1,0,11,8855593,8857163,148,0
11556,A2ML1,0,12,8857341,8857506,148,0
11557,A2ML1,0,13,8857589,8857945,148,0
11558,A2ML1,0,14,8858103,8860880,148,0
11559,A2ML1,0,15,8860956,8861134,148,0
11560,A2ML1,0,16,8861298,8863793,148,0
11561,A2ML1,0,17,8864009,8867841,148,0
11562,A2ML1,0,18,8868058,8868229,148,0
11563,A2ML1,0,19,8868358,8868536,148,0
11564,A2ML1,0,20,8868628,8869134,148,0
11565,A2ML1,0,21,8869204,8874424,148,0
11566,A2ML1,0,22,8874528,8874970,148,0
11567,A2ML1,0,23,8875013,8876057,148,0
11568,A2ML1,0,24,8875013,8880523,148,0
11569,A2ML1,0,25,8880617,8886506,148,0
11570,A2ML1,1,0,8845175,8845441,148,0
11571,A2ML1,1,1,8845503,8846076,148,0
11572,A2ML1,1,2,8846223,8847548,148,0
11573,A2ML1,1,3,8847699,8848719,148,0
11574,A2ML1,1,4,8848915,8849668,148,0
11575,A2ML1,1,5,8849760,8850159,148,0
11576,A2ML1,1,6,8850275,8851783,148,0
11577,A2ML1,1,7,8852013,8852209,148,0
11578,A2ML1,1,8,8852337,8854127,148,0
11579,A2ML1,1,9,8854250,8854779,148,0
11580,A2ML1,1,10,8854832,8855508,148,0
11581,A2ML1,1,11,8855593,8857163,148,0
11582,A2ML1,1,12,8857341,8857506,148,0
11583,A2ML1,1,13,8857589,8857945,148,0
11584,A2ML1,1,14,8858103,8860880,148,0
11585,A2ML1,1,15,8860956,8861134,148,0
11586,A2ML1,1,16,8861298,8863793,148,0
11587,A2ML1,1,17,8864009,8867841,148,0
11588,A2ML1,1,18,8868058,8868229,148,0
11589,A2ML1,1,19,8868358,8868536,148,0
11590,A2ML1,1,20,8868628,8869134,148,0
11591,A2ML1,1,21,8869204,8874424,148,0
11592,A2ML1,1,22,8874528,8874970,148,0
11593,A2ML1,1,23,8875013,8876057,148,0
11594,A2ML1,1,24,8875013,8880523,148,0
11595,A2ML1,1,25,8880617,8886506,148,0
11596,A2ML1,2,0,8845175,8845441,148,0
11597,A2ML1,2,1,8845503,8846076,148,0
11598,A2ML1,2,2,8846223,8847548,148,0
11599,A2ML1,2,3,8847699,8848719,148,0
11600,A2ML1,2,4,8848915,8849668,148,0
11601,A2ML1,2,5,8849760,8850159,148,0
11602,A2ML1,2,6,8850275,8851783,148,0
11603,A2ML1,2,7,8852013,8852209,148,0
11604,A2ML1,2,8,8852337,8854127,148,0
11605,A2ML1,2,9,8854250,8854779,148,0
11606,A2ML1,2,10,8854832,8855508,148,0
11607,A2ML1,2,11,8855593,8857163,148,0
11608,A2ML1,2,12,8857341,8857506,148,0
11609,A2ML1,2,13,8857589,8857945,148,0
11610,A2ML1,2,14,8858103,8860880,148,0
11611,A2ML1,2,15,8860956,8861134,148,0
11612,A2ML1,2,16,8861298,8863793,148,0
11613,A2ML1,2,17,8864009,8867841,148,0
11614,A2ML1,2,18,8868058,8868229,148,0
11615,A2ML1,2,19,8868358,8868536,148,0
11616,A2ML1,2,20,8868628,8869134,148,30
11617,A2ML1,2,21,8869204,8874424,148,0
11618,A2ML1,2,22,8874528,8874970,148,35
11619,A2ML1,2,23,8875013,8876057,148,0
11620,A2ML1,2,24,8875013,8880523,148,0
11621,A2ML1,2,25,8880617,8886506,148,0
11622,A2ML1,0,0,8845175,8845441,149,38
11623,A2ML1,0,1,8845503,8846076,149,9
11624,A2ML1,0,2,8846223,8847548,149,28
11625,A2ML1,0,3,8847699,8848719,149,23
11626,A2ML1,0,4,8848915,8849668,149,7
11627,A2ML1,0,5,8849760,8850159,149,1
11628,A2ML1,0,6,8850275,8851783,149,6
11629,A2ML1,0,7,8852013,8852209,149,0
11630,A2ML1,0,8,8852337,8854127,149,18
11631,A2ML1,0,9,8854250,8854779,149,44
11632,A2ML1,0,10,8854832,8855508,149,45
11633,A2ML1,0,11,8855593,8857163,149,51
11634,A2ML1,0,12,8857341,8857506,149,33
11635,A2ML1,0,13,8857589,8857945,149,26
11636,A2ML1,0,14,8858103,8860880,149,30
11637,A2ML1,0,15,8860956,8861134,149,33
11638,A2ML1,0,16,8861298,8863793,149,46
11639,A2ML1,0,17,8864009,8867841,149,29
11640,A2ML1,0,18,8868058,8868229,149,40
11641,A2ML1,0,19,8868358,8868536,149,14
11642,A2ML1,0,20,8868628,8869134,149,16
11643,A2ML1,0,21,8869204,8874424,149,18
11644,A2ML1,0,22,8874528,8874970,149,16
11645,A2ML1,0,23,8875013,8876057,149,27
11646,A2ML1,0,24,8875013,8880523,149,20
11647,A2ML1,0,25,8880617,8886506,149,31
11648,A2ML1,1,0,8845175,8845441,149,0
11649,A2ML1,1,1,8845503,8846076,149,42
11650,A2ML1,1,2,8846223,8847548,149,24
11651,A2ML1,1,3,8847699,8848719,149,20
11652,A2ML1,1,4,8848915,8849668,149,42
11653,A2ML1,1,5,8849760,8850159,149,51
11654,A2ML1,1,6,8850275,8851783,149,43
11655,A2ML1,1,7,8852013,8852209,149,44
11656,A2ML1,1,8,8852337,8854127,149,26
11657,A2ML1,1,9,8854250,8854779,149,0
11658,A2ML1,1,10,8854832,8855508,149,0
11659,A2ML1,1,11,8855593,8857163,149,0
11660,A2ML1,1,12,8857341,8857506,149,25
11661,A2ML1,1,13,8857589,8857945,149,20
11662,A2ML1,1,14,8858103,8860880,149,23
11663,A2ML1,1,15,8860956,8861134,149,16
11664,A2ML1,1,16,8861298,8863793,149,0
11665,A2ML1,1,17,8864009,8867841,149,11
11666,A2ML1,1,18,8868058,8868229,149,35
11667,A2ML1,1,19,8868358,8868536,149,68
11668,A2ML1,1,20,8868628,8869134,149,48
11669,A2ML1,1,21,8869204,8874424,149,52
11670,A2ML1,1,22,8874528,8874970,149,63
11671,A2ML1,1,23,8875013,8876057,149,31
11672,A2ML1,1,24,8875013,8880523,149,35
11673,A2ML1,1,25,8880617,8886506,149,24
11674,A2ML1,2,0,8845175,8845441,149,0
11675,A2ML1,2,1,8845503,8846076,149,0
11676,A2ML1,2,2,8846223,8847548,149,0
11677,A2ML1,2,3,8847699,8848719,149,0
11678,A2ML1,2,4,8848915,8849668,149,0
11679,A2ML1,2,5,8849760,8850159,149,0
11680,A2ML1,2,6,8850275,8851783,149,0
11681,A2ML1,2,7,8852013,8852209,149,0
11682,A2ML1,2,8,8852337,8854127,149,0
11683,A2ML1,2,9,8854250,8854779,149,0
11684,A2ML1,2,10,8854832,8855508,149,0
11685,A2ML1,2,11,8855593,8857163,149,0
11686,A2ML1,2,12,8857341,8857506,149,0
11687,A2ML1,2,13,8857589,8857945,149,0
11688,A2ML1,2,14,8858103,8860880,149,0
11689,A2ML1,2,15,8860956,8861134,149,0
11690,A2ML1,2,16,8861298,8863793,149,0
11691,A2ML1,2,17,8864009,8867841,149,0
11692,A2ML1,2,18,8868058,8868229,149,4
11693,A2ML1,2,19,8868358,8868536,149,27
11694,A2ML1,2,20,8868628,8869134,149,35
11695,A2ML1,2,21,8869204,8874424,149,37
11696,A2ML1,2,22,8874528,8874970,149,41
11697,A2ML1,2,23,8875013,8876057,149,0
11698,A2ML1,2,24,8875013,8880523,149,0
11699,A2ML1,2,25,8880617,8886506,149,0
11700,A2ML1,0,0,8845175,8845441,150,30
11701,A2ML1,0,1,8845503,8846076,150,19
11702,A2ML1,0,2,8846223,8847548,150,29
11703,A2ML1,0,3,8847699,8848719,150,31
11704,A2ML1,0,4,8848915,8849668,150,16
11705,A2ML1,0,5,8849760,8850159,150,2
11706,A2ML1,0,6,8850275,8851783,150,1
11707,A2ML1,0,7,8852013,8852209,150,0
11708,A2ML1,0,8,8852337,8854127,150,17
11709,A2ML1,0,9,8854250,8854779,150,45
11710,A2ML1,0,10,8854832,8855508,150,39
11711,A2ML1,0,11,8855593,8857163,150,45
11712,A2ML1,0,12,8857341,8857506,150,42
11713,A2ML1,0,13,8857589,8857945,150,35
11714,A2ML1,0,14,8858103,8860880,150,42
11715,A2ML1,0,15,8860956,8861134,150,47
11716,A2ML1,0,16,8861298,8863793,150,65
11717,A2ML1,0,17,8864009,8867841,150,34
11718,A2ML1,0,18,8868058,8868229,150,30
11719,A2ML1,0,19,8868358,8868536,150,17
11720,A2ML1,0,20,8868628,8869134,150,28
11721,A2ML1,0,21,8869204,8874424,150,22
11722,A2ML1,0,22,8874528,8874970,150,21
11723,A2ML1,0,23,8875013,8876057,150,24
11724,A2ML1,0,24,8875013,8880523,150,24
11725,A2ML1,0,25,8880617,8886506,150,39
11726,A2ML1,1,0,8845175,8845441,150,0
11727,A2ML1,1,1,8845503,8846076,150,28
11728,A2ML1,1,2,8846223,8847548,150,28
11729,A2ML1,1,3,8847699,8848719,150,18
